ONTOLOGY,ID,Description,NES,setSize,pvalue,p.adjust,core_enrichment
BP,GO:0051222,positive regulation of protein transport,-1.2612221705287254,10,0.20997920997921,0.9647569915829487,CAPN10/PAK1/MYO1C/XPO4/CSNK2A2/MYO18A/MPC2/ANO1/EDEM1
BP,GO:1904951,positive regulation of establishment of protein localization,-1.2612221705287254,10,0.20997920997921,0.9647569915829487,CAPN10/PAK1/MYO1C/XPO4/CSNK2A2/MYO18A/MPC2/ANO1/EDEM1
BP,GO:0002697,regulation of immune effector process,-1.255539156741958,13,0.21052631578947367,0.9647569915829487,MYO18A/DTX3L/SNX4/IL7R/PLA2G3
BP,GO:0008380,RNA splicing,1.2565223467518065,16,0.2109375,0.9647569915829487,CIRBP/WDR83/LSM7/HNRNPA0/CWC15/RP9/THOC5/PPIE/DNAJC8/WDR33/HTATSF1/TSEN34/PAPOLA/HNRNPU
BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,-1.252740002864887,11,0.21341463414634146,0.9647569915829487,MAP4K5/MAP4K2/TGFBR1/TAB1
BP,GO:0006464,cellular protein modification process,-1.1328823975038325,160,0.2149321266968326,0.9647569915829487,ARNT/HMG20A/FUT1/MAST2/USP31/DTX3L/MTMR6/KLHDC10/RNF180/PPP1R14A/MAP4K5/ADCY9/KDM7A/ADCY7/NEDD4/CDKL1/CDK6/MAP4K2/CAMKK1/PRKAR2A/FKBP9/TGFBR1/USP46/ZDHHC18/ASXL2/MKNK2/PPP1R14C/HTATIP2/PHLPP2/PTPRB/RAP2A/SUMF1/ZMYND11/POMK/EDEM1/DOHH/ACVR2B/EGLN3/RPS6KA1/P4HB/PADI3/PRKAA2/TAB1/ST6GALNAC6/CCNB3
BP,GO:0036211,protein modification process,-1.1328823975038325,160,0.2149321266968326,0.9647569915829487,ARNT/HMG20A/FUT1/MAST2/USP31/DTX3L/MTMR6/KLHDC10/RNF180/PPP1R14A/MAP4K5/ADCY9/KDM7A/ADCY7/NEDD4/CDKL1/CDK6/MAP4K2/CAMKK1/PRKAR2A/FKBP9/TGFBR1/USP46/ZDHHC18/ASXL2/MKNK2/PPP1R14C/HTATIP2/PHLPP2/PTPRB/RAP2A/SUMF1/ZMYND11/POMK/EDEM1/DOHH/ACVR2B/EGLN3/RPS6KA1/P4HB/PADI3/PRKAA2/TAB1/ST6GALNAC6/CCNB3
CC,GO:0005923,bicellular tight junction,1.238432700817148,10,0.21497120921305182,0.9647569915829487,CLDN3/CLDN9/CLDN1
CC,GO:0070160,tight junction,1.238432700817148,10,0.21497120921305182,0.9647569915829487,CLDN3/CLDN9/CLDN1
BP,GO:0010876,lipid localization,-1.2312047432912774,13,0.2165991902834008,0.9647569915829487,FITM2/ASXL2/OSBP2/PRKAA2/PLA2G3
BP,GO:0048584,positive regulation of response to stimulus,-1.1880267556608317,65,0.21710526315789475,0.9647569915829487,MPC2/DTX3L/KLHDC10/PLEKHA1/MAP4K5/NEDD4/SNX4/MAP4K2/CRADD/TGFBR1/ASXL2/ANO1/EDEM1/ACVR2B/ARG2/CRLF3/TAB1/IL7R/PLA2G3
BP,GO:0002521,leukocyte differentiation,-1.2436937759816207,12,0.21818181818181817,0.9647569915829487,TOB2/CDK6/LBR/CYP26B1/IL7R
BP,GO:0010817,regulation of hormone levels,-1.2592106568339845,15,0.21818181818181817,0.9647569915829487,ARNT/MPC2/PLEKHA1/SNX4/ANO1/ACVR2B/CYP26B1/PLA2G3
BP,GO:0031400,negative regulation of protein modification process,-1.2234952214431947,23,0.22129436325678498,0.9647569915829487,DUS2/HMG20A/DTX3L/PPP1R14A/PRKAR2A/PPP1R14C/PTPRB/ZMYND11/PRKAA2/TAB1
BP,GO:0120036,plasma membrane bounded cell projection organization,1.196517562958125,39,0.2224334600760456,0.9647569915829487,ADCY1/NDRG4/TOX/APOD/TTC36/C12orf57/TAPT1/VAMP7/VAMP7
BP,GO:2000026,regulation of multicellular organismal development,-1.1895011401820839,53,0.22291666666666668,0.9647569915829487,ARNT/HMG20A/FUT1/ZHX2/IL1RAP/TOB2/NEDD4/SS18L2/CDK6/STARD13/TGFBR1/CLASP2/HTATIP2/RAP2A/ACVR2B/CYP26B1/IL7R/PLA2G3
BP,GO:0051493,regulation of cytoskeleton organization,-1.2344580105048484,19,0.22381930184804927,0.9647569915829487,HNRNPU/CYFIP1/PAK1/MAPRE1/MYO1C/NUP62/CEP85/ACTG1/DIAPH1/RCC1/SSH2/TGFBR1/CLASP2/PRKAA2/CAPN6
BP,GO:0060322,head development,1.2176194295529963,28,0.224105461393597,0.9647569915829487,ADCY1/NDRG4/TOX/APOD/C12orf57/PYGO2/RBPJ/CTNS/BAX
MF,GO:0004857,enzyme inhibitor activity,-1.2454348379280646,10,0.22453222453222454,0.9647569915829487,DUS2/DTX3L/PPP1R14A/PRKAR2A/PPP1R14C/RPS6KA1
BP,GO:0030182,neuron differentiation,1.2206243441018847,34,0.22476190476190477,0.9647569915829487,ADCY1/NDRG4/TOX/APOD/MET/C12orf57/VAMP7/VAMP7/RBPJ/NGRN
BP,GO:0006397,mRNA processing,1.219992008944802,19,0.22718446601941747,0.9647569915829487,CIRBP/TRUB2/WDR83/LSM7/HNRNPA0/CWC15/KIN/THOC5/PPIE/DNAJC8/WDR33/HTATSF1/TSEN34/PAPOLA/HNRNPU/SAFB2/CELF1/GTF2H1
BP,GO:0032984,protein-containing complex disassembly,-1.2486667408213072,14,0.22745901639344263,0.9647569915829487,CLASP2/MICAL2/LIX1L/EIF5A2
BP,GO:0000045,autophagosome assembly,1.2230535411395844,10,0.22840690978886757,0.9647569915829487,ATG9B/STX12/NUPR1/RAB7A/PIP4K2A/GABARAP
BP,GO:0001558,regulation of cell growth,-1.216949961230541,13,0.23481781376518218,0.9647569915829487,TGFBR1/RASGRP2/RPS6KA1/CRLF3
MF,GO:0016887,ATPase activity,-1.214542130715177,11,0.23577235772357724,0.9647569915829487,MYO1C/VPS4A/MYO1B/DHX34/MYO5A/INO80/KIF13A/KIF16B/ATAD2B
BP,GO:0006869,lipid transport,-1.2254471017322914,10,0.23700623700623702,0.9647569915829487,OSBP2/PRKAA2/PLA2G3
BP,GO:0009895,negative regulation of catabolic process,1.1984378510947697,13,0.23818897637795275,0.9647569915829487,MET/CIRBP/NUPR1/MCL1/HNRNPA0/RYBP/HNRNPU/PKP3/MTM1/PIK3CA/NBAS/DHX34/CSNK2A2
BP,GO:0031330,negative regulation of cellular catabolic process,1.1984378510947697,13,0.23818897637795275,0.9647569915829487,MET/CIRBP/NUPR1/MCL1/HNRNPA0/RYBP/HNRNPU/PKP3/MTM1/PIK3CA/NBAS/DHX34/CSNK2A2
BP,GO:0045216,cell-cell junction organization,1.1955455758926468,12,0.23818897637795275,0.9647569915829487,CLDN3/CLDN9/CLDN1
MF,GO:0001882,nucleoside binding,-1.2307847458088081,12,0.2383838383838384,0.9647569915829487,IRGQ/TUBAL3/RAP2A/RAB15/RHEBL1
MF,GO:0001883,purine nucleoside binding,-1.2307847458088081,12,0.2383838383838384,0.9647569915829487,IRGQ/TUBAL3/RAP2A/RAB15/RHEBL1
MF,GO:0005525,GTP binding,-1.2307847458088081,12,0.2383838383838384,0.9647569915829487,IRGQ/TUBAL3/RAP2A/RAB15/RHEBL1
MF,GO:0019001,guanyl nucleotide binding,-1.2307847458088081,12,0.2383838383838384,0.9647569915829487,IRGQ/TUBAL3/RAP2A/RAB15/RHEBL1
MF,GO:0032549,ribonucleoside binding,-1.2307847458088081,12,0.2383838383838384,0.9647569915829487,IRGQ/TUBAL3/RAP2A/RAB15/RHEBL1
MF,GO:0032550,purine ribonucleoside binding,-1.2307847458088081,12,0.2383838383838384,0.9647569915829487,IRGQ/TUBAL3/RAP2A/RAB15/RHEBL1
MF,GO:0032561,guanyl ribonucleotide binding,-1.2307847458088081,12,0.2383838383838384,0.9647569915829487,IRGQ/TUBAL3/RAP2A/RAB15/RHEBL1
BP,GO:0048589,developmental growth,1.201885399316716,23,0.2390057361376673,0.9647569915829487,NDRG4/APOD/CDKN1A/PYGO2/RBPJ/DUSP10/VGLL4/TBL1XR1
BP,GO:0007409,axonogenesis,1.2174364128963548,10,0.2399232245681382,0.9647569915829487,ADCY1/C12orf57/CDK5/ALS2/CYFIP1/ZFYVE27/PAK1/FRS2/DOCK7/PIK3CA
BP,GO:0014070,response to organic cyclic compound,1.1806405662449329,31,0.24007561436672967,0.9647569915829487,ADCY1/PDE4B/CLDN1/AKR1C3/CARD9/CDKN1A/GABPA/KDM3A/ZCCHC3/GBA/TOMM20/MBD4
BP,GO:0097193,intrinsic apoptotic signaling pathway,1.2148642613562821,10,0.2418426103646833,0.9647569915829487,PTPMT1/CDKN1A/BAX/NUPR1/MCL1
BP,GO:0030335,positive regulation of cell migration,1.2185706710791782,17,0.2421259842519685,0.9647569915829487,CLDN3/MET/CLDN1/PDCD6
BP,GO:0040017,positive regulation of locomotion,1.2185706710791782,17,0.2421259842519685,0.9647569915829487,CLDN3/MET/CLDN1/PDCD6
BP,GO:0051272,positive regulation of cellular component movement,1.2185706710791782,17,0.2421259842519685,0.9647569915829487,CLDN3/MET/CLDN1/PDCD6
BP,GO:2000147,positive regulation of cell motility,1.2185706710791782,17,0.2421259842519685,0.9647569915829487,CLDN3/MET/CLDN1/PDCD6
BP,GO:0045862,positive regulation of proteolysis,1.182076592919281,16,0.2421875,0.9647569915829487,CLDN3/PDCD6/CARD9/PIDD1/BAX/GBA/NUPR1
BP,GO:0065007,biological regulation,-1.1188809967363391,358,0.24271844660194175,0.9647569915829487,KPNA5/KLHDC10/ANXA7/PLEKHA1/RNF180/CYTH1/PPP1R14A/STAC/PYGL/DENND6A/LANCL1/IL1RAP/MAP4K5/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/CDKL1/FITM2/SNX4/SS18L2/CDK6/STARD13/KLF11/MAP4K2/CAMKK1/CRADD/DDHD1/WWC2/PRKAR2A/DNAL4/TGFBR1/USP46/NUDT15/RBSN/MAPKBP1/CLASP2/MICAL2/ASXL2/SAMD4A/SLC7A1/GCLM/MKNK2/PPP1R14C/CNNM4/HTATIP2/PHLPP2/PLCD4/PTPRB/RAP2A/ZMYND11/RASGRP2/ANO1/ARNT2/PCBD1/EDEM1/OMA1/ACVR2B/HAS3/EGLN3/PM20D2/RPS6KA1/P4HB/DDHD2/SDC1/PRKAA2/SCML1/EIF5A2/RAB15/ARG2/CYP26B1/CRLF3/TAB1/ZNF367/RHEBL1/IL7R/PLA2G3/CAPN6/CCNB3
MF,GO:0097367,carbohydrate derivative binding,-1.1603156362941118,77,0.24282560706401765,0.9647569915829487,IRGQ/PYGL/MAP4K5/ADCY9/ADCY7/CDKL1/CDK6/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/TUBAL3/MKNK2/RAP2A/POMK/ACVR2B/CMPK1/RPS6KA1/PRKAA2/RAB15/RHEBL1
BP,GO:0050678,regulation of epithelial cell proliferation,1.193028175599172,12,0.2440944881889764,0.9647569915829487,CLDN1/PDCD6/PYGO2/DUSP10/BAX/NUPR1
BP,GO:0032504,multicellular organism reproduction,-1.193118417313151,28,0.24416135881104034,0.9647569915829487,CELF1/NUP62/BNC1/GOLGA3/CSNK2A2/AGFG1/AGO4/MAST2/PLEKHA1/TOB2/TGFBR1/MICALCL/OSBP2/EIF5A2/CYP26B1/PLA2G3
BP,GO:0048609,multicellular organismal reproductive process,-1.193118417313151,28,0.24416135881104034,0.9647569915829487,CELF1/NUP62/BNC1/GOLGA3/CSNK2A2/AGFG1/AGO4/MAST2/PLEKHA1/TOB2/TGFBR1/MICALCL/OSBP2/EIF5A2/CYP26B1/PLA2G3
BP,GO:0008654,phospholipid biosynthetic process,-1.2044022420151501,23,0.24634655532359082,0.9647569915829487,PIGB/MTM1/MTMR12/PIK3CA/PIGN/SGMS2/CSNK2A2/LPIN3/INPPL1/MTMR3/LPGAT1/LPCAT2/MTMR6/PLEKHA1/FITM2/DDHD1/DDHD2
BP,GO:0016477,cell migration,1.18555127519996,38,0.24670433145009416,0.9647569915829487,CLDN3/NDRG4/APOD/PDE4B/MET/CLDN1/PDCD6
CC,GO:0005789,endoplasmic reticulum membrane,-1.1618309700799314,51,0.24839400428265523,0.9647569915829487,TMED5/LPGAT1/CLCC1/LPCAT2/PSEN2/ANXA7/RNF180/ERMP1/FITM2/C3orf52/UBIAD1/LRRC8B/PLCD4/POMK/SCARA3/EDEM1/LBR/EIF5A2/CYP26B1
BP,GO:0001568,blood vessel development,-1.2205157298640046,17,0.24898785425101214,0.9647569915829487,NEDD4/STARD13/TGFBR1/HTATIP2/PTPRB/ACVR2B/TAB1
BP,GO:0019752,carboxylic acid metabolic process,-1.172960200942546,35,0.25052192066805845,0.9647569915829487,PCBD1/HAS3/PRKAA2/ARG2/CYP26B1/PLA2G3
BP,GO:0006082,organic acid metabolic process,-1.1669622721054267,36,0.2510460251046025,0.9647569915829487,PCBD1/HAS3/PRKAA2/ARG2/CYP26B1/PLA2G3
BP,GO:0043436,oxoacid metabolic process,-1.1669622721054267,36,0.2510460251046025,0.9647569915829487,PCBD1/HAS3/PRKAA2/ARG2/CYP26B1/PLA2G3
BP,GO:0051128,regulation of cellular component organization,-1.1557915972567514,91,0.25109170305676853,0.9647569915829487,NEDD4/CDKL1/SS18L2/DDHD1/TGFBR1/USP46/RBSN/CLASP2/RAP2A/RASGRP2/OMA1/HAS3/RPS6KA1/DDHD2/SDC1/PRKAA2/EIF5A2/CRLF3/PLA2G3/CAPN6
BP,GO:0007610,behavior,1.1687120347697486,16,0.251953125,0.9647569915829487,ADCY1/NDRG4/NHLH2/C12orf57
BP,GO:0044237,cellular metabolic process,-1.1076281095908163,360,0.2531017369727047,0.9647569915829487,MAP4K5/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/CDKL1/FITM2/SS18L2/CDK6/KLF11/MAP4K2/CAMKK1/CRADD/DDHD1/WWC2/PRKAR2A/FKBP9/TGFBR1/ACAD11/USP46/ZDHHC18/NUDT15/MICAL2/ASXL2/SAMD4A/GCLM/MKNK2/TRMT2B/PPP1R14C/UBIAD1/HTATIP2/PHLPP2/PLCD4/PTPRB/RAP2A/SUMF1/UAP1/ZMYND11/POMK/ARNT2/LIX1L/PCBD1/EDEM1/DOHH/OMA1/ACVR2B/HAS3/CMPK1/EGLN3/PM20D2/RPS6KA1/P4HB/FCF1/PADI3/DDHD2/SDC1/PRKAA2/SCML1/EIF5A2/ARG2/CYP26B1/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1/IL7R/PLA2G3/CCNB3
MF,GO:0005198,structural molecule activity,1.1789263173178173,12,0.25393700787401574,0.9647569915829487,CLDN3/CLDN9/CLDN1
CC,GO:0043296,apical junction complex,1.180260999777464,12,0.25393700787401574,0.9647569915829487,CLDN3/CLDN9/CLDN1
MF,GO:0030554,adenyl nucleotide binding,-1.1428836721280344,64,0.2554585152838428,0.9647569915829487,MTHFD1L/HNRNPU/MAP3K7/PAK1/PKN2/EHD4/PRKAG2/YES1/MYO1C/TTLL12/RPS6KA4/FN3KRP/VPS4A/PIK3CA/STK26/MYO1B/DHX34/CSNK2A2/ACTG1/MYO5A/INO80/BMP2K/TRPM7/KIF13A/KIF16B/ATAD2B/HSPA4L/MAST2/MYO18A/PYGL/MAP4K5/ADCY9/ADCY7/CDKL1/CDK6/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/MKNK2/POMK/ACVR2B/CMPK1/RPS6KA1/PRKAA2
MF,GO:0032559,adenyl ribonucleotide binding,-1.1428836721280344,64,0.2554585152838428,0.9647569915829487,MTHFD1L/HNRNPU/MAP3K7/PAK1/PKN2/EHD4/PRKAG2/YES1/MYO1C/TTLL12/RPS6KA4/FN3KRP/VPS4A/PIK3CA/STK26/MYO1B/DHX34/CSNK2A2/ACTG1/MYO5A/INO80/BMP2K/TRPM7/KIF13A/KIF16B/ATAD2B/HSPA4L/MAST2/MYO18A/PYGL/MAP4K5/ADCY9/ADCY7/CDKL1/CDK6/MAP4K2/CAMKK1/PRKAR2A/TGFBR1/MKNK2/POMK/ACVR2B/CMPK1/RPS6KA1/PRKAA2
CC,GO:0016020,membrane,-1.103862794454449,264,0.2557077625570776,0.9647569915829487,LPCAT2/FUT1/AP4E1/PSEN2/MAST2/MYO18A/MPC2/DTX3L/MTMR6/ANXA7/PLEKHA1/RNF180/CYTH1/STAC/LANCL1/IL1RAP/ERMP1/ADCY9/ADCY7/NEDD4/FITM2/SNX4/STARD13/C3orf18/MAP4K2/PRKAR2A/NHS/DNAL4/TGFBR1/ACAD11/ZDHHC18/RBSN/C3orf52/CLASP2/TMEM183A/SLC7A1/PPP1R14C/CNNM4/UBIAD1/HTATIP2/LRRC8B/PHLPP2/PLCD4/PTPRB/RAP2A/UAP1/POMK/OSBP2/RASGRP2/ANO1/SCARA3/EDEM1/LBR/OMA1/ACVR2B/HAS3/P4HB/DDHD2/CDH20/SDC1/TPM4/EIF5A2/RAB15/CYP26B1/CRLF3/TAB1/ST6GALNAC6/RHEBL1/IL7R/PLA2G3
CC,GO:0030424,axon,-1.1967651154230523,17,0.2611336032388664,0.9647569915829487,ALS2/CYFIP1/ZFYVE27/PAK1/WDFY3/DOCK7/BLOC1S5/SBF2/ACTG1/MYO5A/PSEN2/ADCY9/PRKAA2
BP,GO:0007030,Golgi organization,-1.1863942566425971,10,0.26195426195426197,0.9647569915829487,TJAP1/TRAPPC12/TMED5/MYO18A/RBSN/CLASP2
MF,GO:0045296,cadherin binding,-1.202999964600791,14,0.26434426229508196,0.9647569915829487,SNX1/PTPN1/PARVA/ITGA6/MAPRE1/PKN2/PKP3/EHD4/MYO1B/GOLGA3/FNBP1L/PTPRB/CDH20
BP,GO:0042592,homeostatic process,-1.1402318101939861,56,0.2673684210526316,0.9647569915829487,SMG6/ARNT/MPC2/ANXA7/PYGL/ADCY9/ADCY7/FITM2/CDK6/PRKAR2A/GCLM/CNNM4/ANO1/OMA1/ACVR2B/P4HB/PRKAA2/EIF5A2/CYP26B1/IL7R
BP,GO:0048534,hematopoietic or lymphoid organ development,-1.1769227998093164,21,0.2679324894514768,0.9647569915829487,TOB2/CDK6/TGFBR1/MKNK2/LBR/CYP26B1/IL7R
BP,GO:0044260,cellular macromolecule metabolic process,-1.0914462928345494,278,0.26851851851851855,0.9647569915829487,IL1RAP/MAP4K5/ADCY9/KDM7A/ADCY7/GABPB2/NEDD4/CDKL1/SS18L2/CDK6/KLF11/MAP4K2/CAMKK1/CRADD/WWC2/PRKAR2A/FKBP9/TGFBR1/USP46/ZDHHC18/NUDT15/MICAL2/ASXL2/SAMD4A/MKNK2/TRMT2B/PPP1R14C/HTATIP2/PHLPP2/PTPRB/RAP2A/SUMF1/ZMYND11/POMK/ARNT2/PCBD1/EDEM1/DOHH/OMA1/ACVR2B/HAS3/EGLN3/PM20D2/RPS6KA1/P4HB/PADI3/PRKAA2/SCML1/EIF5A2/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1/IL7R/CCNB3
BP,GO:0048869,cellular developmental process,1.1239286557726753,113,0.2687385740402194,0.9647569915829487,CLDN3/ADCY1/NDRG4/NHLH2/ALPK3/UPK2/TOX/APOD/SMOC1/MET/CLDN1/PDCD6/AKR1C3/C12orf57/TAPT1/FOXQ1/CDKN1A/ACTA2/VAMP7/VAMP7/GABPA/PYGO2/RBPJ/NGRN/KDM3A/DUSP10/BAX/TBL1XR1/STRBP/NUPR1/MCL1/CYB5D2/DYRK1B
BP,GO:0035556,intracellular signal transduction,-1.1224310197263954,104,0.26973684210526316,0.9647569915829487,KLHDC10/PLEKHA1/CYTH1/STAC/MAP4K5/ADCY9/ADCY7/NEDD4/STARD13/MAP4K2/CAMKK1/CRADD/WWC2/PRKAR2A/TGFBR1/MAPKBP1/MKNK2/PHLPP2/PLCD4/RAP2A/ZMYND11/RASGRP2/RPS6KA1/P4HB/PRKAA2/RAB15/TAB1/RHEBL1
CC,GO:0005635,nuclear envelope,-1.1734345860700048,24,0.2702702702702703,0.9647569915829487,PAK1/WDFY3/PHF8/MYO1C/XPO4/NUP62/AGFG1/CBX5/RCC1/CLCC1/PSEN2/MTMR6/ANXA7/RNF180/HTATIP2/PLCD4/LBR/EIF5A2
BP,GO:0006979,response to oxidative stress,-1.17891612383616,18,0.27104722792607805,0.9647569915829487,ARNT/PLEKHA1/LANCL1/NUDT15/GCLM/SCARA3/P4HB/SDC1/PRKAA2
MF,GO:0016787,hydrolase activity,-1.1404362012111473,90,0.2733333333333333,0.9647569915829487,DDHD1/DNAL4/TUBAL3/USP46/NUDT15/ARSK/PHLPP2/PLCD4/PTPRB/RAP2A/EDEM1/OMA1/PM20D2/PADI3/DDHD2/RAB15/ARG2/TAB1/RHEBL1/PLA2G3
BP,GO:0030030,cell projection organization,1.1474750403559197,42,0.27340823970037453,0.9647569915829487,ADCY1/NDRG4/TOX/APOD/TTC36/C12orf57/TAPT1/VAMP7/VAMP7
BP,GO:0098662,inorganic cation transmembrane transport,1.1463688231166975,15,0.27416173570019725,0.9647569915829487,C15orf48/UCP2/PDE4B
CC,GO:0005874,microtubule,-1.2105740995253262,15,0.27474747474747474,0.9647569915829487,MYO5A/INO80/KIF13A/KIF16B/DNAL4/TUBAL3/CLASP2/CAPN6
BP,GO:0050808,synapse organization,1.1662264664463171,11,0.27647058823529413,0.9647569915829487,PCDHB13
BP,GO:0016049,cell growth,-1.192687068413395,14,0.2766393442622951,0.9647569915829487,TGFBR1/RASGRP2/RPS6KA1/CRLF3
BP,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,1.1547744195694785,23,0.27724665391969405,0.9647569915829487,NDRG4/APOD/MET/PDCD6/CCND3/RBPJ
BP,GO:0002682,regulation of immune system process,-1.1376990279724777,48,0.2774327122153209,0.9647569915829487,ARG2/CYP26B1/TAB1/IL7R/PLA2G3
BP,GO:0010468,regulation of gene expression,-1.0998673882573893,161,0.2777777777777778,0.9647569915829487,IL1RAP/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/SS18L2/CDK6/KLF11/WWC2/TGFBR1/MAPKBP1/MICAL2/ASXL2/SAMD4A/MKNK2/HTATIP2/ZMYND11/ARNT2/PCBD1/ACVR2B/HAS3/EGLN3/RPS6KA1/PRKAA2/SCML1/EIF5A2/ARG2/CYP26B1/CRLF3/TAB1/ZNF367/RHEBL1/IL7R
BP,GO:0006520,cellular amino acid metabolic process,-1.1693252128164056,10,0.2785862785862786,0.9647569915829487,GCLM/PCBD1/ARG2
BP,GO:0002283,neutrophil activation involved in immune response,1.156400461117475,13,0.2795275590551181,0.9647569915829487,CALML5/C6orf120/VAMP7/VAMP7/FTL/RAB7A/PGM1/RAP2B
BP,GO:0002446,neutrophil mediated immunity,1.156400461117475,13,0.2795275590551181,0.9647569915829487,CALML5/C6orf120/VAMP7/VAMP7/FTL/RAB7A/PGM1/RAP2B
BP,GO:0036230,granulocyte activation,1.156400461117475,13,0.2795275590551181,0.9647569915829487,CALML5/C6orf120/VAMP7/VAMP7/FTL/RAB7A/PGM1/RAP2B
BP,GO:0042119,neutrophil activation,1.156400461117475,13,0.2795275590551181,0.9647569915829487,CALML5/C6orf120/VAMP7/VAMP7/FTL/RAB7A/PGM1/RAP2B
BP,GO:0043312,neutrophil degranulation,1.156400461117475,13,0.2795275590551181,0.9647569915829487,CALML5/C6orf120/VAMP7/VAMP7/FTL/RAB7A/PGM1/RAP2B
BP,GO:0002376,immune system process,-1.1110042732583825,83,0.2833333333333333,0.9647569915829487,MYO18A/DTX3L/PLEKHA1/PYGL/IL1RAP/TOB2/ADCY7/NEDD4/SNX4/CDK6/MAP4K2/TGFBR1/SLC7A1/MKNK2/PTPRB/ZMYND11/LBR/SDC1/ARG2/CYP26B1/TAB1/IL7R/PLA2G3
BP,GO:0050877,nervous system process,1.1675975112153556,19,0.283495145631068,0.9647569915829487,ADCY1/NDRG4/RTP4/C12orf57/CTNS/GBA/MARVELD2/RP9/TMEM25
BP,GO:0032872,regulation of stress-activated MAPK cascade,-1.1616414954072791,12,0.28484848484848485,0.9647569915829487,KLHDC10/MAP4K5/MAP4K2/RAP2A/ZMYND11
BP,GO:0070302,regulation of stress-activated protein kinase signaling cascade,-1.1616414954072791,12,0.28484848484848485,0.9647569915829487,KLHDC10/MAP4K5/MAP4K2/RAP2A/ZMYND11
BP,GO:0034097,response to cytokine,-1.1403603659404373,31,0.2854122621564482,0.9647569915829487,P4HB/SDC1/TAB1/IL7R
BP,GO:0071345,cellular response to cytokine stimulus,-1.1403603659404373,31,0.2854122621564482,0.9647569915829487,P4HB/SDC1/TAB1/IL7R
BP,GO:0008152,metabolic process,-1.0992347128458702,375,0.2857142857142857,0.9647569915829487,IL1RAP/ERMP1/MAP4K5/ADCY9/KDM7A/TOB2/ADCY7/GABPB2/NEDD4/CDKL1/FITM2/SS18L2/CDK6/KLF11/MAP4K2/CAMKK1/CRADD/DDHD1/WWC2/PRKAR2A/FKBP9/TGFBR1/ACAD11/USP46/ZDHHC18/NUDT15/MAPKBP1/MICAL2/ASXL2/SAMD4A/GCLM/MKNK2/TRMT2B/PPP1R14C/UBIAD1/HTATIP2/PHLPP2/PLCD4/PTPRB/RAP2A/SUMF1/UAP1/ZMYND11/POMK/ARNT2/LIX1L/PCBD1/EDEM1/DOHH/LBR/OMA1/ACVR2B/HAS3/CMPK1/EGLN3/PM20D2/RPS6KA1/P4HB/FCF1/PADI3/DDHD2/SDC1/PRKAA2/SCML1/EIF5A2/ARG2/CYP26B1/CRLF3/TAB1/ZNF367/ST6GALNAC6/RHEBL1/IL7R/PLA2G3/CCNB3
MF,GO:0019900,kinase binding,-1.1596296948143257,27,0.2857142857142857,0.9647569915829487,MAP4K2/WWC2/PRKAR2A/MICALCL/TAB1/CCNB3
BP,GO:0010604,positive regulation of macromolecule metabolic process,-1.100114161346811,142,0.2860310421286031,0.9647569915829487,IL1RAP/MAP4K5/ADCY9/KDM7A/ADCY7/GABPB2/NEDD4/SS18L2/CDK6/MAP4K2/CAMKK1/CRADD/PRKAR2A/TGFBR1/MICAL2/ASXL2/SAMD4A/HTATIP2/RAP2A/ARNT2/PCBD1/EDEM1/ACVR2B/HAS3/EGLN3/RPS6KA1/PRKAA2/EIF5A2/CYP26B1/CRLF3/TAB1/IL7R
BP,GO:0044419,interspecies interaction between organisms,1.1144156350690608,73,0.2870201096892139,0.9647569915829487,C15orf48/VWCE/NAALADL2/CLDN9/PDE4B/RTP4/MET/CLDN1/BANF1/TAPT1/CARD9/ACTA2/VAMP7/VAMP7/RBPJ/DUSP10/WDR83/ZCCHC3/BAX
CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,-1.1308774927700203,52,0.2878787878787879,0.9647569915829487,TMED5/LPGAT1/CLCC1/LPCAT2/PSEN2/ANXA7/RNF180/ERMP1/FITM2/C3orf52/UBIAD1/LRRC8B/PLCD4/POMK/SCARA3/EDEM1/LBR/EIF5A2/CYP26B1
BP,GO:1901617,organic hydroxy compound biosynthetic process,-1.145415184672627,11,0.2886178861788618,0.9647569915829487,PCBD1/LBR/PRKAA2
MF,GO:1990837,sequence-specific double-stranded DNA binding,1.1563563096831675,26,0.2894736842105263,0.9647569915829487,NHLH2/FOXQ1/GABPA/RBPJ/KDM3A/GLMP/HMBOX1/TBL1XR1/ZNF48/GLI4/MBD4/ZNF85/TSPYL2/ZNF226/RBBP4
BP,GO:0001944,vasculature development,-1.1605544130455314,18,0.28952772073921973,0.9647569915829487,NEDD4/STARD13/TGFBR1/HTATIP2/PTPRB/ACVR2B/TAB1
BP,GO:0007017,microtubule-based process,-1.1396489266193746,30,0.28991596638655465,0.9647569915829487,DNAL4/TUBAL3/CLASP2/PRKAA2/PLA2G3/CAPN6
